ID,Year,Make,Model,Kilometres,Body Type, Engine, Transmission, Drivetrain, Exterior Colour, Interior Colour, Passengers, Doors, Fuel Type, City, Highway,Price
19078,2023,Jeep,Wagoneer,43,SUV,Twin Turbo Regular Unleaded I-6 3.0 L/183,Automatic,4x4,Black,Black,8,4,Gas,9.8L/100km,8.7L/100km,113760
19079,2023,Jeep,Grand,63,SUV,Twin Turbo Premium Unleaded I-6 3.0 L/183,Automatic,4x4,Black,Tan,7,4,Gas,9.8L/100km,8.7L/100km,119575
19080,2023,Jeep,Wrangler,17,SUV,Premium Unleaded V-8 6.4 L/392,Automatic,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,126345
19081,2023,Jeep,Wrangler,15,SUV,Premium Unleaded V-8 6.4 L/392,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,126345
19082,2022,Jeep,Wrangler,40,SUV,8 Cylinder Engine,Automatic,4WD,Hydro Blue Pearlcoat,Black,5,4,Gas,9.8L/100km,8.7L/100km,135888
19083,2023,Jeep,WRANGLER,2561,SUV,V6,Automatic,4x4,Earl,Black,5,4,Gas,13.8L/100km,10.1L/100km,65998
19084,2006,Jeep,Liberty,206025,SUV,4 Cylinder Engine,Automatic,AWD,Green,Black,5,5,Gas,9.8L/100km,8.7L/100km,4990
19085,2008,Jeep,Patriot,195712,SUV,2.4L,Automatic,4x4,Brown,Grey,5,4,Gas,9.2L - 10.6L/100km,7.3L - 9.4L/100km,7980
19086,2014,Jeep,Cherokee,165000,SUV,4 Cylinder Engine,Automatic,4X4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,14500
19087,2009,Jeep,Wrangler,210553,SUV,V6 Cylinder Engine,Automatic,4x4,Sunburst Orange Pearl,Grey,5,4,Gas,14.1L - 14.3L/100km,10.5L - 10.8L/100km,17999
19088,2011,Jeep,WRANGLER,185384,SUV,V-6 cyl,5 Speed Automatic,4WD,Black,Dark Grey,5,4,Gas,14.0L - 14.5L/100km,10.0L/100km,20877
19089,2014,Jeep,Grand,173000,SUV,4 Cylinder Engine,Automatic,4X4,White,Black,5,5,Diesel,9.8L/100km,8.7L/100km,24999
19090,2015,Jeep,Grand,81200,SUV,4 Cylinder Engine,Automatic,4X4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,28500
19091,2014,Jeep,WRANGLER,74203,SUV,3.6L,6 Speed Manual,FWD,Bright White Clearcoat,Black,5,4,Gas,13.2L - 13.4L/100km,9.6L - 10.0L/100km,37980
19092,2021,Jeep,Cherokee,18000,SUV,V-6 cyl,9 Speed Automatic,AWD,Diamond Black Crystal Pearl,Black,5,4,Regular Unleaded,12.9L/100km,9.7L/100km,45988
19093,2021,Jeep,Wrangler,24819,SUV,I-4 cyl,Automatic,4x4,Red,Black,5,4,Gas,11.5L/100km,9.9L - 10.1L/100km,46495
19094,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,48585
19095,2020,Jeep,Gladiator,30500,Truck,4 Cylinder Engine,Automatic,4X4,Red,Black,5,4,Gas,9.8L/100km,8.7L/100km,51179
19096,2023,Jeep,Wrangler,7000,SUV,3.6L Pentastar VVT V6 w/ESS,8 Speed Automatic,4WD,Sting-Grey,Black,5,4,Regular Unleaded,12.9L/100km,10.2L/100km,58988
19097,2023,Jeep,Wrangler,1015,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Black,Black,5,4,Premium Unleaded,11.5L/100km,9.9L - 10.1L/100km,60699
19098,2022,Jeep,Grand,5895,SUV,V6 Cylinder Engine,8 Speed Automatic,4WD,Bright White,Black,5,4,Gas,13.0L/100km,9.4L/100km,62995
19099,2023,Jeep,Wrangler,8,SUV,Gas/Electric V-6 3.6 L/220,Automatic,4x4,Purple,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,73210
19100,2023,Jeep,Wrangler,11,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,74998
19101,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,75040
19102,2023,Jeep,Gladiator,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,77700
19103,2022,Jeep,Wrangler,21146,SUV,3.6L,8 Speed Automatic,4x4,Black,Black,5,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62885
19104,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,79995
19105,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,79995
19106,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,83075
19107,2022,Jeep,Grand,16706,SUV,6.4L V8,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5,4,Gas,18.6L/100km,12.8L/100km,105888
19108,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,45435
19109,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,45435
19110,2022,Jeep,Wagoneer,0,SUV,8 Cylinder Engine,8 Speed Automatic,4x4,Baltic Grey Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,86590
19111,2019,Jeep,Wrangler,69500,SUV,3.6L,Automatic,AWD,Blue,Black,5,2,Gas,12.8L - 13.7L/100km,9.6L - 10.4L/100km,34888
19112,2020,Jeep,Grand,41070,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Billet Silver Metallic,Black,5,4,Gas,12.7L/100km,9.6L/100km,37999
19113,2019,Jeep,Grand,88042,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5,4,Gas,12.7L - 16.7L/100km,9.6L - 10.9L/100km,41888
19114,2023,Jeep,Wrangler,15,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Black,Black,5,4,Premium Unleaded,11.5L/100km,9.9L - 10.2L/100km,51988
19115,2023,Jeep,Wrangler,26,SUV,2.0L DOHC I-4 DI Turbo w/ESS,8 Speed Automatic,4WD,Silver Zynith,Black,5,4,Premium Unleaded,11.5L/100km,9.9L/100km,56988
19116,2014,Jeep,Cherokee,165000,SUV,4 Cylinder Engine,Automatic,4X4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,14500
19117,2022,Jeep,Wrangler,21146,SUV,3.6L,8 Speed Automatic,4x4,Black,Black,5,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62885
19118,2016,Jeep,Compass,111995,SUV,2.4L 4cyl,6 Speed Automatic,4x4,Bright White,Black,5,4,Gas,11.7L/100km,9.1L/100km,13888
19119,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,50253
19120,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,50253
19121,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,50403
19122,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,51530
19123,2022,Jeep,Grand,2500,SUV,2.0L I4 DOHC,8 Speed Automatic,4x4,Bright White,Black,5,4,Premium Unleaded,10.3L/100km,9.7L/100km,79980
19124,2023,Jeep,Compass,8,SUV,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,Automatic,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,51530
19125,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,61925
19126,2023,Jeep,Grand,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,63230
19127,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,63875
19128,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Green,Black,5,4,Gas,9.8L/100km,8.7L/100km,64470
19129,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,64820
19130,2023,Jeep,Grand,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Black,Black,6,4,Gas,9.8L/100km,8.7L/100km,65230
19131,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,65420
19132,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,66230
19133,2022,Jeep,Wrangler,16290,SUV,2.0L I4 DOHC,8 Speed Automatic,4x4,Silver Zynith,Black,5,4,Gas,11.6L/100km,11.9L/100km,64980
19134,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,66230
19135,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,67915
19136,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,69223
19137,2023,Jeep,Wrangler,8,SUV,Regular Unleaded V-6 3.6 L/220,Manual,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,69590
19138,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Gray,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,71530
19139,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,72905
19140,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,72998
19141,2023,Jeep,Wrangler,8,SUV,Regular Unleaded V-6 3.6 L/220,Manual,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,74505
19142,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,4x4,Orange,Black,5,4,Gas,9.8L/100km,8.7L/100km,74850
19143,2021,Jeep,Grand,41300,SUV,3.6L V6,Automatic,4x4,Slate Blue Pearl,Black,5,4,Gas,12.7L/100km,9.6L/100km,48495
19144,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Black,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,75220
19145,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Orange,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,75715
19146,2023,Jeep,Gladiator,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,White,Black,5,4,Gas,9.8L/100km,8.7L/100km,76050
19147,2023,Jeep,Gladiator,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,76050
19148,2023,Jeep,Gladiator,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Gray,Black,5,4,Gas,9.8L/100km,8.7L/100km,76345
19149,2023,Jeep,Gladiator,8,SUV,Regular Unleaded V-6 3.6 L/220,Automatic,4x4,Black,Black,5,4,Gas,9.8L/100km,8.7L/100km,76345
19150,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Blue,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,77560
19151,2023,Jeep,Wrangler,8,SUV,Intercooled Turbo Gas/Electric I-4 2.0 L/122,Automatic,4x4,Red,Black,5,4,Gas Hybrid,9.8L/100km,8.7L/100km,78458
19152,2023,Jeep,Wagoneer,8,SUV,Twin Turbo Regular Unleaded I-6 3.0 L/183,Automatic,4x4,Black,Black,7,4,Gas,9.8L/100km,8.7L/100km,105865
19153,2023,Jeep,Grand,2500,SUV,3.6L V6 24V VVT,8 Speed Automatic,4x4,Baltic Grey Metallic,Black,5,4,Gas,12.3L/100km,9.2L/100km,81090
19154,2023,Jeep,Wrangler,8,SUV,Premium Unleaded V-8 6.4 L/392,Automatic,4x4,Orange,Black,5,4,Gas,9.8L/100km,8.7L/100km,124395
19155,2023,Jeep,Grand,8,SUV,Twin Turbo Premium Unleaded I-6 3.0 L/183,Automatic,4x4,White,Black,8,4,Gas,9.8L/100km,8.7L/100km,133275
19156,2011,Jeep,Compass,145800,SUV,4 Cylinder Engine,CVT,4x4,Bright White,Black,5,4,Gas,9.2L - 9.9L/100km,7.2L - 7.5L/100km,7999
19157,2016,Jeep,Compass,182166,SUV,4 Cylinder Engine,Manual,FWD,Burgundy,Black,5,4,Gas,10.3L/100km,7.8L/100km,9990
19158,2014,Jeep,Patriot,150421,SUV,2.4 L 4CYL,Automatic,AWD,Black Clearcoat,Black,5,4,Gas,9.0L - 10.3L/100km,7.0L - 8.7L/100km,9990
19159,2015,Jeep,Compass,198300,SUV,2.4L,6 Speed Automatic,4x4,Bright White,Black,5,4,Gas,11.4L - 11.7L/100km,8.7L - 10.3L/100km,10995
19160,2014,Jeep,Grand,225300,SUV,3.6L,8 Speed Automatic,FWD,Deep Cherry Red Crystal Pearlcoat,Black,5,4,Gas,12.4L/100km,8.3L/100km,13995
19161,2015,Jeep,Cherokee,197377,SUV,3.2L,Automatic,AWD,Deep Cherry Red Crystal Pearl,Black,5,4,Gas,12.6L/100km,8.9L/100km,14995
19162,2015,Jeep,Cherokee,205754,SUV,3.2L,Automatic,4x4,Gray,Black,5,4,Gas,12.2L/100km,9.0L/100km,14995
19163,2022,Jeep,Compass,3083,SUV,2.4L I4,Automatic,4WD,Velvet Red Pearl,Black,5,4,Gas,10.8L/100km,7.8L/100km,44900
19164,2017,Jeep,Compass,115311,SUV,4 Cylinder Engine,6 Speed Automatic,4x4,Bright White,Black,5,4,Gas,11.7L/100km,9.2L/100km,15880
19165,2016,Jeep,Cherokee,102485,SUV,3.2L,9 Speed Automatic,4x4,Deep Cherry Red Crystal Pearl,Black,5,4,Gas,12.5L/100km,8.9L/100km,16995
19166,2016,Jeep,Renegade,133652,SUV,2.4L,Automatic,AWD,Alpine White,Black,5,4,Gas,11.2L/100km,8.0L/100km,16998
19167,2017,Jeep,Patriot,55705,SUV,4 Cylinder Engine,Automatic,4x4,Granite Crystal Metallic,Black,5,4,Gas,10.6L - 11.7L/100km,8.7L - 10.3L/100km,17588
19168,2015,Jeep,Cherokee,166873,SUV,3.2L V6 DOHC 24V,Automatic,4x4,Bright White,Black,5,4,Gas,12.4L - 13.1L/100km,9.4L/100km,19337
19169,2014,Jeep,Cherokee,115081,SUV,3.2L V6,9 Speed Automatic,4x4,Granite Crystal Metallic Clearcoat,Black,5,4,Gas,11.1L/100km,7.7L/100km,19920
19170,2014,Jeep,Grand,131800,SUV,3.6L,8 Speed Automatic,4x4,Bright White Clearcoat,Black,5,4,Gas,12.4L/100km,8.3L/100km,19950
19171,2015,Jeep,Grand,175196,SUV,3,Automatic,4x4,Brilliant Black Crystal Pearl,Black,5,4,Diesel,11.2L - 13.9L/100km,8.4L - 9.8L/100km,19995
19172,2018,Jeep,Cherokee,110300,SUV,2.4L,9 Speed Automatic,4x4,Bright White,Black,5,4,Gas,11.3L - 11.4L/100km,8.4L - 8.7L/100km,22700
19173,2022,Jeep,Wrangler,21146,SUV,3.6L,8 Speed Automatic,4x4,Black,Black,5,4,Gas,11.5L/100km,9.9L - 10.2L/100km,62885
19174,2014,Jeep,Cherokee,47500,SUV,4 Cylinder Engine,9 Speed Automatic,4x4,Granite Crystal Metallic Clearcoat,Black,5,4,Gas,9.9L - 11.1L/100km,7.0L - 7.7L/100km,22998
19175,2016,Jeep,WRANGLER,220000,SUV,V6 Cylinder Engine,Automatic,4x4,Bright White,Black,5,4,Gas,14.8L - 15.0L/100km,11.4L - 11.7L/100km,23888
19176,2015,Jeep,WRANGLER,219885,SUV,3.6L,Manual,FWD,Anvil,Black,5,4,Gas,14.8L - 15.0L/100km,11.4L - 11.7L/100km,23995
19177,2016,Jeep,WRANGLER,161142,SUV,3.6L,5 Speed Automatic,4x4,Hydro Blue Pearl,Black,5,4,Gas,14.8L - 15.0L/100km,11.4L - 11.7L/100km,24995
19178,2018,Jeep,Compass,76290,SUV,4 Cylinder Engine,9 Speed Automatic,4x4,Redline Pearl,Black,5,4,Gas,10.8L/100km,7.8L/100km,25597
19179,2018,Jeep,Compass,75763,SUV,2.4L,Automatic,AWD,White,Black,5,4,Gas,10.8L/100km,7.8L/100km,25598
19180,2016,Jeep,Grand,151758,SUV,240HP 3.0L V6 Cylinder Engine,Automatic,4x4,White,Black,5,4,Diesel,11.2L - 12.8L/100km,8.4L - 9.5L/100km,25690
19181,2017,Jeep,Cherokee,19500,SUV,271HP 3.2L V6 Cylinder Engine,Automatic,AWD,Deep Cherry Red Crystal Pearl,Black,5,4,Gas,12.8L/100km,9.0L/100km,25888
19182,2017,Jeep,Wrangler,120030,SUV,3.6L V6 24V VVT,Automatic,4x4,Bright White,Black,4,2,Gas,14.1L - 14.2L/100km,11.0L - 11.1L/100km,26899
19183,2016,Jeep,Cherokee,64419,SUV,Regular Unleaded V-6 3.2 L/198,Automatic,4x4,Brilliant Black Crystal Pearl,Black,5,4,Gas,12.5L/100km,8.9L/100km,26342
19184,2018,Jeep,Wrangler,121785,SUV,3.6L V6 24V VVT,Automatic,4x4,Black,Black,5,4,Gas,14.1L - 14.2L/100km,11.0L - 11.1L/100km,28390
19185,2019,Jeep,Cherokee,27272,SUV,2.4L I4,9 Speed Automatic,FWD,Diamond Black Crystal Pearl,Black,5,4,Gas,10.8L/100km,7.6L/100km,28480
19186,2017,Jeep,Grand,105940,SUV,3.6L V6 DOHC 24V,Automatic,4x4,Granite Crystal Metallic,Black,5,4,Gas,12.7L/100km,9.6L/100km,29874
19187,2015,Jeep,Grand,131000,SUV,8 Cylinder Engine,Automatic,4x4,Deep Cherry Red Crystal Pearl,Black,5,4,Gas,13.9L - 17.3L/100km,9.8L - 11.5L/100km,29895
19188,2018,Jeep,Cherokee,83095,SUV,4 Cylinder Engine,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5,4,Gas,12.9L/100km,9.9L/100km,29898
19189,2016,Jeep,Grand,120150,SUV,5.7L,Automatic,AWD,Brilliant Black Crystal Pearl,Black,5,4,Gas,12.8L - 16.7L/100km,9.5L - 10.7L/100km,30888
19190,2014,Jeep,Grand,27000,SUV,6 Cylinder Engine,8 Speed Automatic,4x4,Grey,Black,5,4,Gas,12.4L/100km,8.3L/100km,30995
19191,2017,Jeep,Grand,138000,SUV,V6 Cylinder Engine,Automatic,4x4,Diamond Black Crystal Pearl,Black,5,4,Gas,12.7L/100km,9.6L/100km,32895
19192,2020,Jeep,Grand,103625,SUV,3.6L,Automatic,FWD,Diamond Black Crystal Pearl,Black,5,4,Gas,12.7L/100km,9.6L/100km,33888
19193,2021,Jeep,Grand,42223,SUV,3.6L,Automatic,4x4,Bright White,Black,5,4,Gas,13.0L/100km,9.4L/100km,51998
19194,2020,Jeep,Cherokee,27955,SUV,3.2L 6cyl,Automatic,FWD,Velvet Red Pearl,Black,5,4,Gas,11.9L/100km,8.2L/100km,35990
19195,2018,Jeep,Grand,105633,SUV,3.6L V6 DOHC 24V,Automatic,4x4,Diamond Black Crystal Pearl,Black,5,4,Gas,12.7L/100km,9.6L/100km,36728
19196,2021,Jeep,Cherokee,28752,SUV,3.2L V6,9 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5,4,Gas,12.9L/100km,9.7L/100km,37990
19197,2018,Jeep,Grand,96680,SUV,295HP 3.6L V6 Cylinder Engine,Automatic,4WD,White,Black,5,4,Gas,12.7L - 16.7L/100km,9.6L - 10.9L/100km,38990
19198,2019,Jeep,Wrangler,38500,SUV,2.0L I4 DOHC,Automatic,4x4,Black,Black,5,4,Gas,10.9L - 13.8L/100km,10.0L - 10.1L/100km,39980
19199,2020,Jeep,Grand,59521,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Beige,5,5,Gas,12.7L/100km,9.6L/100km,41995
19200,2019,Jeep,WRANGLER,100335,SUV,V6 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,42987
19201,2021,Jeep,Wrangler,33305,SUV,2.0L I4 DOHC,Automatic,4x4,Sarge Green,Black,5,4,Gas,11.5L/100km,9.9L - 10.1L/100km,43590
19202,2019,Jeep,Wrangler,93454,SUV,3.6L V6 DOHC 24V FFV,Automatic,4x4,Blue,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,44673
19203,2018,Jeep,Compass,66875,SUV,2.4L 4cyl,9 Speed Automatic,4x4,Grey,Black,5,4,Gas,10.8L/100km,7.8L/100km,27099
19204,2020,Jeep,Wrangler,66174,SUV,2.0L I4 DOHC,8 Speed Automatic,4x4,Sting-Grey,Black,5,4,Gas,11.5L - 13.8L/100km,10.1L - 10.9L/100km,44980
19205,2022,Jeep,Cherokee,3803,SUV,3.2L 6cyl,9 Speed Automatic,4x4,Hydro Blue Pearl,Black,5,4,Gas,11.9L/100km,8.2L/100km,45000
19206,2021,Jeep,Grand,38923,SUV,V6 Cylinder Engine,8 Speed Automatic,4x4,Slate Blue Pearl,Black,5,4,Gas,12.7L/100km,9.6L/100km,46900
19207,2022,Jeep,Cherokee,7021,SUV,3.2L PENTASTAR VVT V6 W/ESS,Automatic,4x4,Hydro Blue Pearl,Black,5,4,Regular Unleaded,12.9L/100km,9.7L/100km,46920
19208,2021,Jeep,Grand,66081,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Diamond Black Crystal Pearl,Black,5,2,Gas,12.7L/100km,9.6L/100km,47588
19209,2022,Jeep,Cherokee,1500,SUV,V-6 cyl,9 Speed Automatic,4x4,Diamond Black Crystal Pearlcoat,Black,5,4,Gas,12.9L/100km,9.7L/100km,47690
19210,2019,Jeep,WRANGLER,103453,SUV,V6 Cylinder Engine,Automatic,4x4,Black,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,47987
19211,2021,Jeep,Gladiator,25649,Truck,3.6L V6 24V VVT,Automatic,4x4,Granite Crystal Metallic,Black,5,4,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,47990
19212,2021,Jeep,Grand,19390,SUV,3.6L PENTASTAR VVT V6 W/ESS,8 Speed Automatic,4x4,Bright White,Black,5,4,Regular Unleaded,12.7L/100km,9.6L/100km,48920
19213,2023,Jeep,WRANGLER,2561,SUV,V6,Automatic,4x4,Earl,Black,5,4,Gas,13.8L/100km,10.1L/100km,65998
19214,2021,Jeep,WRANGLER,35451,SUV,2.0L 4cyl,8 Speed Automatic,4x4,Grey,Black,5,5,Premium Unleaded,11.5L - 13.8L/100km,9.9L - 10.1L/100km,48997
19215,2022,Jeep,WRANGLER,9707,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Black,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,49510
19216,2022,Jeep,Cherokee,1090,SUV,V6 Cylinder Engine,9 Speed Automatic,4x4,Bright White,Black,5,4,Gas,12.2L/100km,8.6L/100km,49712
19217,2021,Jeep,Grand,39277,SUV,6 Cylinder Engine,8 Speed Automatic,4x4,Slate Blue Pearl,Black,5,4,Gas,12.7L/100km,9.6L/100km,49898
19218,2020,Jeep,WRANGLER,49000,SUV,3.6L V6 24V MPFI DOHC,Automatic,4x4,Bright White,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.7L/100km,49988
19219,2021,Jeep,Wrangler,48112,SUV,3.6L,Automatic,4x4,Red,Black,5,4,Gas,13.8L/100km,10.1L/100km,50665
19220,2019,Jeep,Wrangler,56425,SUV,3.6L V6 24V VVT,Manual,4x4,Sting-Grey,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,50980
19221,2022,Jeep,WRANGLER,24892,SUV,3.6L 6cyl,8 Speed Automatic,4x4,Black,Black,5,5,Gas,12.9L - 13.8L/100km,10.1L - 10.2L/100km,51798
19222,2020,Jeep,Grand,37642,SUV,3.6L V6,Automatic,4x4,Billet Silver Metallic,Black,5,4,Gas,12.7L - 16.7L/100km,9.6L - 10.9L/100km,51895
19223,2022,Jeep,Grand,4522,SUV,3.6L V6 24V VVT,8 Speed Automatic,4WD,Bright White,Black,5,4,Gas,12.3L/100km,9.2L/100km,68500
19224,2021,Jeep,Grand,43571,SUV,3.6L 6 Cyl.,8 Speed Automatic,4x4,Bright White,Black,5,4,Gas,12.7L/100km,9.6L/100km,51900
19225,2021,Jeep,Grand,29579,SUV,3.6L V6 24V VVT,8 Speed Automatic,4x4,Sangria Metallic Clear Coat,Black,5,4,Gas,12.7L/100km,9.6L/100km,51920
19226,2021,Jeep,Grand,42223,SUV,3.6L,Automatic,4x4,Bright White,Black,5,4,Gas,13.0L/100km,9.4L/100km,51998
19227,2021,Jeep,Wrangler,23600,SUV,3.6L V6 24V VVT,8 Speed Automatic,4x4,Bright White,Black,5,4,Gas,13.8L/100km,10.1L/100km,52190
19228,2021,Jeep,Gladiator,22915,Truck,3.6L V6 24V VVT,8 Speed Automatic,4x4,Sting Grey,Black,5,4,Gas,13.7L - 14.3L/100km,10.4L - 10.7L/100km,52590
19229,2022,Jeep,Grand,9575,SUV,V6 Cylinder Engine,8 Speed Automatic,4WD,Bright White,Black,5,4,Gas,12.7L/100km,9.6L/100km,53256
19230,2022,Jeep,Wagoneer,0,SUV,8 Cylinder Engine,8 Speed Automatic,4x4,Baltic Grey Metallic,Black,5,4,Gas,9.8L/100km,8.7L/100km,86590
19231,2019,Jeep,Wrangler,78633,SUV,2.0L I4 DOHC,Automatic,4WD,Billet Metallic,Black,5,4,Gas,10.9L - 13.8L/100km,10.0L - 10.1L/100km,43997
19232,2020,Jeep,WRANGLER,58350,SUV,3.6L,Automatic,AWD,Bright White,Black,5,4,Gas,12.9L - 13.8L/100km,10.1L - 10.7L/100km,50888
